;FIN_FINANCIALCONTRACTID;FIN_SOURCESYSTEM;SEQUENCENUMBER3;ISSUENUMBER;NUMBERONCARD;VALIDFROMONCARD;VALIDTOONCARD;LIFECYCLESTATUS2;ISSUEREASON;CARDDELIVERYDATE;PINDELIVERYDATE;SHIPPINGMETHOD
1390;100000115;CARDSYSTEM;100000115;1;424492691;19.10.2015;18.10.2019;active;FirstIssue;25.10.2015;27.10.2015;StandardMail
1391;100000599;CARDSYSTEM;100000599;1;267233679;20.01.2012;19.01.2016;active;FirstIssue;24.01.2012;31.01.2012;StandardMail
1392;100000600;CARDSYSTEM;100000600;1;192118284;20.08.2015;19.08.2019;active;FirstIssue;26.08.2015;31.08.2015;StandardMail
1393;100000116;CARDSYSTEM;100000116;1;199566075;22.11.2013;21.11.2017;active;FirstIssue;27.11.2013;02.12.2013;StandardMail
1394;100000601;CARDSYSTEM;100000601;1;239700280;26.04.2013;25.04.2017;active;FirstIssue;30.04.2013;04.05.2013;StandardMail
1395;100000117;CARDSYSTEM;100000117;1;744275535;19.04.2015;18.04.2019;active;FirstIssue;23.04.2015;27.04.2015;StandardMail
1396;100000602;CARDSYSTEM;100000602;1;901541635;18.10.2014;17.10.2018;active;FirstIssue;22.10.2014;27.10.2014;StandardMail
1397;100000118;CARDSYSTEM;100000118;1;795595578;19.09.2015;18.09.2019;active;FirstIssue;23.09.2015;30.09.2015;StandardMail
1398;100000603;CARDSYSTEM;100000603;1;282502254;17.10.2012;16.10.2016;active;FirstIssue;23.10.2012;28.10.2012;StandardMail
1399;100000119;CARDSYSTEM;100000119;1;891048083;29.07.2013;28.07.2017;active;FirstIssue;01.08.2013;06.08.2013;StandardMail
1400;100000604;CARDSYSTEM;100000604;1;49392282;30.03.2012;29.03.2016;active;FirstIssue;04.04.2012;09.04.2012;StandardMail
1401;100000120;CARDSYSTEM;100000120;1;14755877;19.12.2014;18.12.2018;active;FirstIssue;24.12.2014;27.12.2014;StandardMail
1402;100000605;CARDSYSTEM;100000605;1;572269124;27.05.2012;26.05.2016;active;FirstIssue;31.05.2012;06.06.2012;StandardMail
1403;100000121;CARDSYSTEM;100000121;1;711613321;08.06.2012;07.06.2016;active;FirstIssue;12.06.2012;16.06.2012;StandardMail
1404;100000606;CARDSYSTEM;100000606;1;19555282;27.07.2016;26.07.2020;active;FirstIssue;30.07.2016;06.08.2016;StandardMail
1405;100000122;CARDSYSTEM;100000122;1;564364304;22.03.2015;21.03.2019;active;FirstIssue;27.03.2015;31.03.2015;StandardMail
1406;100000607;CARDSYSTEM;100000607;1;484956726;26.03.2014;25.03.2018;active;FirstIssue;30.03.2014;06.04.2014;StandardMail
1407;100000123;CARDSYSTEM;100000123;1;105890348;13.05.2014;12.05.2018;active;FirstIssue;18.05.2014;21.05.2014;StandardMail
1408;100000608;CARDSYSTEM;100000608;1;487096070;05.12.2014;04.12.2018;active;FirstIssue;08.12.2014;13.12.2014;StandardMail
1409;100000124;CARDSYSTEM;100000124;1;445513781;05.10.2015;04.10.2019;active;FirstIssue;08.10.2015;13.10.2015;StandardMail
1410;100000609;CARDSYSTEM;100000609;1;80839119;23.02.2016;22.02.2020;active;FirstIssue;27.02.2016;02.03.2016;StandardMail
1411;100000610;CARDSYSTEM;100000610;1;219027149;11.06.2016;10.06.2020;active;FirstIssue;17.06.2016;19.06.2016;StandardMail
1412;100000125;CARDSYSTEM;100000125;1;938188030;29.11.2012;28.11.2016;active;FirstIssue;04.12.2012;07.12.2012;StandardMail
1413;100000611;CARDSYSTEM;100000611;1;82993936;27.06.2016;26.06.2020;active;FirstIssue;03.07.2016;08.07.2016;StandardMail
1414;100000126;CARDSYSTEM;100000126;1;992610026;04.11.2012;03.11.2016;active;FirstIssue;10.11.2012;14.11.2012;StandardMail
1415;100000612;CARDSYSTEM;100000612;1;365782651;16.07.2014;15.07.2018;active;FirstIssue;22.07.2014;26.07.2014;StandardMail
1416;100000127;CARDSYSTEM;100000127;1;25834910;10.10.2015;09.10.2019;active;FirstIssue;16.10.2015;19.10.2015;StandardMail
1417;100000613;CARDSYSTEM;100000613;1;409589601;21.07.2015;20.07.2019;active;FirstIssue;27.07.2015;29.07.2015;StandardMail
1418;100000128;CARDSYSTEM;100000128;1;468527272;21.03.2013;20.03.2017;active;FirstIssue;27.03.2013;01.04.2013;StandardMail
1419;100000614;CARDSYSTEM;100000614;1;274289371;13.07.2013;12.07.2017;active;FirstIssue;17.07.2013;23.07.2013;StandardMail
1420;100000615;CARDSYSTEM;100000615;1;805203564;02.10.2012;01.10.2016;active;FirstIssue;06.10.2012;11.10.2012;StandardMail
1421;100000129;CARDSYSTEM;100000129;1;586810339;16.04.2017;15.04.2021;active;FirstIssue;21.04.2017;24.04.2017;StandardMail
1422;100000616;CARDSYSTEM;100000616;1;682587817;30.04.2017;29.04.2021;active;FirstIssue;06.05.2017;10.05.2017;StandardMail
1423;100000130;CARDSYSTEM;100000130;1;788554695;24.08.2015;23.08.2019;active;FirstIssue;30.08.2015;03.09.2015;StandardMail
1424;100000617;CARDSYSTEM;100000617;1;815983231;27.02.2016;26.02.2020;active;FirstIssue;02.03.2016;06.03.2016;StandardMail
1425;100000131;CARDSYSTEM;100000131;1;491475845;03.11.2014;02.11.2018;active;FirstIssue;07.11.2014;13.11.2014;StandardMail
1426;100000618;CARDSYSTEM;100000618;1;244071409;07.06.2014;06.06.2018;active;FirstIssue;12.06.2014;18.06.2014;StandardMail
1427;100000132;CARDSYSTEM;100000132;1;307622058;24.04.2012;23.04.2016;active;FirstIssue;27.04.2012;03.05.2012;StandardMail
1428;100000619;CARDSYSTEM;100000619;1;332544075;21.05.2014;20.05.2018;active;FirstIssue;26.05.2014;01.06.2014;StandardMail
1429;100000133;CARDSYSTEM;100000133;1;879695514;12.02.2015;11.02.2019;active;FirstIssue;15.02.2015;22.02.2015;StandardMail
1430;100000620;CARDSYSTEM;100000620;1;701443724;18.03.2012;17.03.2016;active;FirstIssue;23.03.2012;29.03.2012;StandardMail
1431;100000134;CARDSYSTEM;100000134;1;189481825;29.05.2014;28.05.2018;active;FirstIssue;01.06.2014;08.06.2014;StandardMail
1432;100000621;CARDSYSTEM;100000621;1;150414337;08.04.2013;07.04.2017;active;FirstIssue;11.04.2013;17.04.2013;StandardMail
1433;100000135;CARDSYSTEM;100000135;1;192473175;10.11.2013;09.11.2017;active;FirstIssue;16.11.2013;21.11.2013;StandardMail
1434;100000622;CARDSYSTEM;100000622;1;581492735;14.03.2017;13.03.2021;active;FirstIssue;19.03.2017;24.03.2017;StandardMail
1435;100000136;CARDSYSTEM;100000136;1;713418712;18.10.2016;17.10.2020;active;FirstIssue;21.10.2016;28.10.2016;StandardMail
1436;100000623;CARDSYSTEM;100000623;1;445213601;12.05.2015;11.05.2019;active;FirstIssue;15.05.2015;20.05.2015;StandardMail
1437;100000624;CARDSYSTEM;100000624;1;171395611;30.10.2013;29.10.2017;active;FirstIssue;03.11.2013;07.11.2013;StandardMail
1438;100000625;CARDSYSTEM;100000625;1;803231311;21.10.2012;20.10.2016;active;FirstIssue;24.10.2012;31.10.2012;StandardMail
1439;100000626;CARDSYSTEM;100000626;1;589731555;22.08.2012;21.08.2016;active;FirstIssue;26.08.2012;01.09.2012;StandardMail
1440;100000627;CARDSYSTEM;100000627;1;395925002;11.02.2016;10.02.2020;active;FirstIssue;17.02.2016;19.02.2016;StandardMail
1441;100000628;CARDSYSTEM;100000628;1;142299966;27.02.2014;26.02.2018;active;FirstIssue;05.03.2014;08.03.2014;StandardMail
1442;100000629;CARDSYSTEM;100000629;1;121090499;18.01.2014;17.01.2018;active;FirstIssue;22.01.2014;29.01.2014;StandardMail
1443;100000630;CARDSYSTEM;100000630;1;721412145;05.12.2013;04.12.2017;active;FirstIssue;11.12.2013;15.12.2013;StandardMail
1444;100000137;CARDSYSTEM;100000137;1;354139942;01.04.2017;31.03.2021;active;FirstIssue;05.04.2017;10.04.2017;StandardMail
1445;100000631;CARDSYSTEM;100000631;1;994457885;31.08.2013;30.08.2017;active;FirstIssue;04.09.2013;10.09.2013;StandardMail
1446;100000138;CARDSYSTEM;100000138;1;984115264;29.02.2016;28.02.2020;active;FirstIssue;03.03.2016;11.03.2016;StandardMail
1447;100000632;CARDSYSTEM;100000632;1;871070103;04.08.2014;03.08.2018;active;FirstIssue;10.08.2014;14.08.2014;StandardMail
1448;100000633;CARDSYSTEM;100000633;1;791173832;27.04.2017;26.04.2021;active;FirstIssue;30.04.2017;07.05.2017;StandardMail
1449;100000139;CARDSYSTEM;100000139;1;845577235;12.07.2015;11.07.2019;active;FirstIssue;16.07.2015;23.07.2015;StandardMail
1450;100000634;CARDSYSTEM;100000634;1;218779210;17.08.2013;16.08.2017;active;FirstIssue;20.08.2013;26.08.2013;StandardMail
1451;100000140;CARDSYSTEM;100000140;1;842328165;20.09.2012;19.09.2016;active;FirstIssue;23.09.2012;30.09.2012;StandardMail
1452;100000635;CARDSYSTEM;100000635;1;916664064;17.05.2012;16.05.2016;active;FirstIssue;20.05.2012;28.05.2012;StandardMail
1453;100000141;CARDSYSTEM;100000141;1;593878216;13.09.2013;12.09.2017;active;FirstIssue;18.09.2013;23.09.2013;StandardMail
1454;100000636;CARDSYSTEM;100000636;1;325787167;13.06.2012;12.06.2016;active;FirstIssue;18.06.2012;23.06.2012;StandardMail
1455;100000142;CARDSYSTEM;100000142;1;369927055;31.08.2016;30.08.2020;active;FirstIssue;06.09.2016;11.09.2016;StandardMail
1456;100000637;CARDSYSTEM;100000637;1;693762340;28.03.2014;27.03.2018;active;FirstIssue;02.04.2014;06.04.2014;StandardMail
1457;100000143;CARDSYSTEM;100000143;1;99069592;14.06.2014;13.06.2018;active;FirstIssue;17.06.2014;22.06.2014;StandardMail
1458;100000638;CARDSYSTEM;100000638;1;603456439;14.02.2016;13.02.2020;active;FirstIssue;20.02.2016;22.02.2016;StandardMail
1459;100000144;CARDSYSTEM;100000144;1;228526958;03.01.2016;02.01.2020;active;FirstIssue;08.01.2016;12.01.2016;StandardMail
1460;100000639;CARDSYSTEM;100000639;1;727682527;08.05.2017;07.05.2021;active;FirstIssue;14.05.2017;19.05.2017;StandardMail
1461;100000145;CARDSYSTEM;100000145;1;925861170;04.11.2014;03.11.2018;active;FirstIssue;08.11.2014;15.11.2014;StandardMail
1462;100000640;CARDSYSTEM;100000640;1;780365236;28.01.2016;27.01.2020;active;FirstIssue;03.02.2016;07.02.2016;StandardMail
1463;100000641;CARDSYSTEM;100000641;1;727063191;02.10.2012;01.10.2016;active;FirstIssue;07.10.2012;13.10.2012;StandardMail
1464;100000146;CARDSYSTEM;100000146;1;161982120;25.12.2015;24.12.2019;active;FirstIssue;28.12.2015;04.01.2016;StandardMail
1465;100000642;CARDSYSTEM;100000642;1;504550198;05.03.2013;04.03.2017;active;FirstIssue;09.03.2013;16.03.2013;StandardMail
1466;100000147;CARDSYSTEM;100000147;1;649444626;24.11.2013;23.11.2017;active;FirstIssue;29.11.2013;02.12.2013;StandardMail
1467;100000643;CARDSYSTEM;100000643;1;129113829;30.07.2013;29.07.2017;active;FirstIssue;05.08.2013;09.08.2013;StandardMail
1468;100000148;CARDSYSTEM;100000148;1;345509544;21.03.2012;20.03.2016;active;FirstIssue;27.03.2012;29.03.2012;StandardMail
1469;100000644;CARDSYSTEM;100000644;1;1004633762;01.01.2017;31.12.2020;active;FirstIssue;04.01.2017;12.01.2017;StandardMail
1470;100000149;CARDSYSTEM;100000149;1;585878993;20.09.2015;19.09.2019;active;FirstIssue;23.09.2015;28.09.2015;StandardMail
1471;100000645;CARDSYSTEM;100000645;1;96003309;26.02.2012;25.02.2016;active;FirstIssue;03.03.2012;07.03.2012;StandardMail
1472;100000150;CARDSYSTEM;100000150;1;838171162;30.05.2014;29.05.2018;active;FirstIssue;05.06.2014;07.06.2014;StandardMail
1473;100000646;CARDSYSTEM;100000646;1;332423060;29.09.2012;28.09.2016;active;FirstIssue;03.10.2012;08.10.2012;StandardMail
1474;100000151;CARDSYSTEM;100000151;1;78647828;14.05.2012;13.05.2016;active;FirstIssue;18.05.2012;24.05.2012;StandardMail
1475;100000647;CARDSYSTEM;100000647;1;918451363;13.09.2015;12.09.2019;active;FirstIssue;19.09.2015;23.09.2015;StandardMail
1476;100000152;CARDSYSTEM;100000152;1;266478776;09.06.2016;08.06.2020;active;FirstIssue;14.06.2016;17.06.2016;StandardMail
1477;100000648;CARDSYSTEM;100000648;1;546930100;13.04.2016;12.04.2020;active;FirstIssue;17.04.2016;22.04.2016;StandardMail
1478;100000153;CARDSYSTEM;100000153;1;853995526;19.10.2015;18.10.2019;active;FirstIssue;23.10.2015;29.10.2015;StandardMail
1479;100000649;CARDSYSTEM;100000649;1;574254036;16.05.2012;15.05.2016;active;FirstIssue;20.05.2012;26.05.2012;StandardMail
1480;100000154;CARDSYSTEM;100000154;1;934028221;23.09.2013;22.09.2017;active;FirstIssue;27.09.2013;03.10.2013;StandardMail
1481;100000650;CARDSYSTEM;100000650;1;297171092;17.02.2014;16.02.2018;active;FirstIssue;21.02.2014;25.02.2014;StandardMail
1482;100000155;CARDSYSTEM;100000155;1;912838293;09.12.2013;08.12.2017;active;FirstIssue;14.12.2013;18.12.2013;StandardMail
1483;100000651;CARDSYSTEM;100000651;1;173455287;06.03.2017;05.03.2021;active;FirstIssue;10.03.2017;15.03.2017;StandardMail
1484;100000652;CARDSYSTEM;100000652;1;610157205;10.08.2016;09.08.2020;active;FirstIssue;13.08.2016;21.08.2016;StandardMail
1485;100000156;CARDSYSTEM;100000156;1;915776850;24.08.2016;23.08.2020;active;FirstIssue;30.08.2016;04.09.2016;StandardMail
1486;100000653;CARDSYSTEM;100000653;1;228260676;12.04.2013;11.04.2017;active;FirstIssue;15.04.2013;23.04.2013;StandardMail
1487;100000157;CARDSYSTEM;100000157;1;657368536;29.01.2017;28.01.2021;active;FirstIssue;02.02.2017;07.02.2017;StandardMail
1488;100000654;CARDSYSTEM;100000654;1;268370741;15.11.2014;14.11.2018;active;FirstIssue;20.11.2014;26.11.2014;StandardMail
1489;100000158;CARDSYSTEM;100000158;1;278335270;09.03.2016;08.03.2020;active;FirstIssue;15.03.2016;17.03.2016;StandardMail
1490;100000655;CARDSYSTEM;100000655;1;150727388;11.01.2014;10.01.2018;active;FirstIssue;16.01.2014;21.01.2014;StandardMail
1491;100000159;CARDSYSTEM;100000159;1;397798821;22.01.2013;21.01.2017;active;FirstIssue;26.01.2013;30.01.2013;StandardMail
1492;100000656;CARDSYSTEM;100000656;1;25229931;22.01.2015;21.01.2019;active;FirstIssue;26.01.2015;31.01.2015;StandardMail
1493;100000160;CARDSYSTEM;100000160;1;413788581;05.03.2015;04.03.2019;active;FirstIssue;10.03.2015;16.03.2015;StandardMail
1494;100000657;CARDSYSTEM;100000657;1;119883698;18.08.2013;17.08.2017;active;FirstIssue;24.08.2013;29.08.2013;StandardMail
1495;100000161;CARDSYSTEM;100000161;1;141906498;15.05.2017;14.05.2021;active;FirstIssue;21.05.2017;26.05.2017;StandardMail
1496;100000658;CARDSYSTEM;100000658;1;982946000;13.12.2014;12.12.2018;active;FirstIssue;18.12.2014;23.12.2014;StandardMail
1497;100000162;CARDSYSTEM;100000162;1;572935115;04.03.2012;03.03.2016;active;FirstIssue;08.03.2012;13.03.2012;StandardMail
1498;100000659;CARDSYSTEM;100000659;1;405816836;19.09.2012;18.09.2016;active;FirstIssue;24.09.2012;27.09.2012;StandardMail
1499;100000163;CARDSYSTEM;100000163;1;489519698;13.04.2012;12.04.2016;active;FirstIssue;18.04.2012;22.04.2012;StandardMail
1500;100000660;CARDSYSTEM;100000660;1;813111317;12.08.2016;11.08.2020;active;FirstIssue;15.08.2016;21.08.2016;StandardMail
1501;100000164;CARDSYSTEM;100000164;1;17276336;21.02.2016;20.02.2020;active;FirstIssue;26.02.2016;02.03.2016;StandardMail
1502;100000661;CARDSYSTEM;100000661;1;470064447;24.08.2015;23.08.2019;active;FirstIssue;28.08.2015;02.09.2015;StandardMail
1503;100000165;CARDSYSTEM;100000165;1;716181302;03.09.2014;02.09.2018;active;FirstIssue;06.09.2014;13.09.2014;StandardMail
1504;100000662;CARDSYSTEM;100000662;1;89914936;07.03.2013;06.03.2017;active;FirstIssue;11.03.2013;16.03.2013;StandardMail
1505;100000166;CARDSYSTEM;100000166;1;817241892;15.12.2012;14.12.2016;active;FirstIssue;21.12.2012;26.12.2012;StandardMail
1506;100000663;CARDSYSTEM;100000663;1;630945804;21.01.2017;20.01.2021;active;FirstIssue;26.01.2017;30.01.2017;StandardMail
1507;100000664;CARDSYSTEM;100000664;1;843255203;28.10.2014;27.10.2018;active;FirstIssue;31.10.2014;08.11.2014;StandardMail
1508;100000167;CARDSYSTEM;100000167;1;572174656;31.07.2013;30.07.2017;active;FirstIssue;05.08.2013;10.08.2013;StandardMail
1509;100000168;CARDSYSTEM;100000168;1;152205493;12.06.2016;11.06.2020;active;FirstIssue;18.06.2016;21.06.2016;StandardMail
1510;100000665;CARDSYSTEM;100000665;1;792313946;09.09.2013;08.09.2017;active;FirstIssue;12.09.2013;17.09.2013;StandardMail
1511;100000169;CARDSYSTEM;100000169;1;57354890;10.12.2012;09.12.2016;active;FirstIssue;16.12.2012;20.12.2012;StandardMail
1512;100000666;CARDSYSTEM;100000666;1;546671136;15.06.2012;14.06.2016;active;FirstIssue;20.06.2012;25.06.2012;StandardMail
1513;100000667;CARDSYSTEM;100000667;1;711326747;23.07.2015;22.07.2019;active;FirstIssue;27.07.2015;03.08.2015;StandardMail
1514;100000170;CARDSYSTEM;100000170;1;75490257;10.07.2014;09.07.2018;active;FirstIssue;14.07.2014;21.07.2014;StandardMail
1515;100000668;CARDSYSTEM;100000668;1;86984566;17.08.2016;16.08.2020;active;FirstIssue;20.08.2016;27.08.2016;StandardMail
1516;100000171;CARDSYSTEM;100000171;1;385414477;28.02.2017;27.02.2021;active;FirstIssue;03.03.2017;11.03.2017;StandardMail
1517;100000669;CARDSYSTEM;100000669;1;497966461;25.04.2012;24.04.2016;active;FirstIssue;30.04.2012;03.05.2012;StandardMail
1518;100000172;CARDSYSTEM;100000172;1;41521854;04.05.2015;03.05.2019;active;FirstIssue;09.05.2015;13.05.2015;StandardMail
1519;100000670;CARDSYSTEM;100000670;1;855077061;29.08.2013;28.08.2017;active;FirstIssue;01.09.2013;07.09.2013;StandardMail
1520;100000173;CARDSYSTEM;100000173;1;591313012;16.03.2012;15.03.2016;active;FirstIssue;21.03.2012;24.03.2012;StandardMail
1521;100000671;CARDSYSTEM;100000671;1;502040680;10.04.2016;09.04.2020;active;FirstIssue;15.04.2016;18.04.2016;StandardMail
1522;100000174;CARDSYSTEM;100000174;1;88197684;13.09.2015;12.09.2019;active;FirstIssue;16.09.2015;21.09.2015;StandardMail
1523;100000672;CARDSYSTEM;100000672;1;961423962;07.11.2013;06.11.2017;active;FirstIssue;13.11.2013;17.11.2013;StandardMail
1524;100000175;CARDSYSTEM;100000175;1;677582201;14.03.2014;13.03.2018;active;FirstIssue;17.03.2014;22.03.2014;StandardMail
1525;100000673;CARDSYSTEM;100000673;1;468813331;01.03.2013;28.02.2017;active;FirstIssue;04.03.2013;12.03.2013;StandardMail
1526;100000176;CARDSYSTEM;100000176;1;423953786;13.09.2015;12.09.2019;active;FirstIssue;19.09.2015;24.09.2015;StandardMail
1527;100000177;CARDSYSTEM;100000177;1;942128093;15.05.2014;14.05.2018;active;FirstIssue;19.05.2014;25.05.2014;StandardMail
1528;100000674;CARDSYSTEM;100000674;1;638348216;01.05.2017;30.04.2021;active;FirstIssue;06.05.2017;12.05.2017;StandardMail
1529;100000178;CARDSYSTEM;100000178;1;227341567;03.01.2017;02.01.2021;active;FirstIssue;07.01.2017;14.01.2017;StandardMail
1530;100000179;CARDSYSTEM;100000179;1;73618517;03.04.2016;02.04.2020;active;FirstIssue;08.04.2016;11.04.2016;StandardMail
1531;100000675;CARDSYSTEM;100000675;1;818133630;23.07.2016;22.07.2020;active;FirstIssue;26.07.2016;31.07.2016;StandardMail
1532;100000180;CARDSYSTEM;100000180;1;870199143;14.03.2017;13.03.2021;active;FirstIssue;19.03.2017;22.03.2017;StandardMail
1533;100000676;CARDSYSTEM;100000676;1;270314161;06.09.2012;05.09.2016;active;FirstIssue;09.09.2012;16.09.2012;StandardMail
1534;100000677;CARDSYSTEM;100000677;1;96141445;06.03.2016;05.03.2020;active;FirstIssue;10.03.2016;15.03.2016;StandardMail
1535;100000181;CARDSYSTEM;100000181;1;843532672;01.12.2014;30.11.2018;active;FirstIssue;04.12.2014;10.12.2014;StandardMail
1536;100000678;CARDSYSTEM;100000678;1;67512951;14.04.2017;13.04.2021;active;FirstIssue;18.04.2017;23.04.2017;StandardMail
1537;100000182;CARDSYSTEM;100000182;1;294284574;03.06.2015;02.06.2019;active;FirstIssue;08.06.2015;11.06.2015;StandardMail
1538;100000183;CARDSYSTEM;100000183;1;663521948;07.02.2017;06.02.2021;active;FirstIssue;13.02.2017;15.02.2017;StandardMail
1539;100000184;CARDSYSTEM;100000184;1;191123968;27.01.2014;26.01.2018;active;FirstIssue;01.02.2014;06.02.2014;StandardMail
1540;100000185;CARDSYSTEM;100000185;1;28505759;18.03.2014;17.03.2018;active;FirstIssue;21.03.2014;27.03.2014;StandardMail
1541;100000186;CARDSYSTEM;100000186;1;662388030;02.02.2014;01.02.2018;active;FirstIssue;06.02.2014;13.02.2014;StandardMail
1542;100000187;CARDSYSTEM;100000187;1;807445665;09.05.2014;08.05.2018;active;FirstIssue;14.05.2014;18.05.2014;StandardMail
1543;100000188;CARDSYSTEM;100000188;1;437969634;12.08.2012;11.08.2016;active;FirstIssue;17.08.2012;22.08.2012;StandardMail
1544;100000189;CARDSYSTEM;100000189;1;578428848;27.03.2013;26.03.2017;active;FirstIssue;31.03.2013;05.04.2013;StandardMail
1545;100000190;CARDSYSTEM;100000190;1;266771901;19.01.2012;18.01.2016;active;FirstIssue;23.01.2012;28.01.2012;StandardMail
1546;100000191;CARDSYSTEM;100000191;1;664283556;19.10.2014;18.10.2018;active;FirstIssue;23.10.2014;27.10.2014;StandardMail
1547;100000192;CARDSYSTEM;100000192;1;1000430187;23.09.2012;22.09.2016;active;FirstIssue;28.09.2012;03.10.2012;StandardMail
1548;100000193;CARDSYSTEM;100000193;1;249380195;28.01.2013;27.01.2017;active;FirstIssue;03.02.2013;06.02.2013;StandardMail
1549;100000194;CARDSYSTEM;100000194;1;927534242;07.10.2013;06.10.2017;active;FirstIssue;10.10.2013;17.10.2013;StandardMail
1550;100000195;CARDSYSTEM;100000195;1;931523261;10.09.2014;09.09.2018;active;FirstIssue;16.09.2014;19.09.2014;StandardMail
1551;100000196;CARDSYSTEM;100000196;1;294787875;26.06.2013;25.06.2017;active;FirstIssue;02.07.2013;05.07.2013;StandardMail
1552;100000197;CARDSYSTEM;100000197;1;259948520;31.05.2015;30.05.2019;active;FirstIssue;04.06.2015;10.06.2015;StandardMail
1553;100000198;CARDSYSTEM;100000198;1;531827897;12.01.2015;11.01.2019;active;FirstIssue;17.01.2015;21.01.2015;StandardMail
1554;100000199;CARDSYSTEM;100000199;1;311997369;07.12.2012;06.12.2016;active;FirstIssue;11.12.2012;15.12.2012;StandardMail
1555;100000200;CARDSYSTEM;100000200;1;546501842;21.06.2013;20.06.2017;active;FirstIssue;25.06.2013;30.06.2013;StandardMail
1556;100000201;CARDSYSTEM;100000201;1;51795226;13.05.2015;12.05.2019;active;FirstIssue;16.05.2015;22.05.2015;StandardMail
